가수,노래 제목,벅스 링크,음악번호,가사,앨범사진,템포,배경,accumulated,love_ratio,excited_ratio,missing_ratio,앨범명,벅스 앨범 링크,장르,가사 감정,youtube search link,first video link
337,부활,Never Ending Story,https://music.bugs.co.kr/track/316434?wl_ref=list_tr_08_mab,316434.0,"손 닿을 수 없는 저기 어딘가 
오늘도 넌 숨쉬고 있지만, 
너와 머물던 작은 의자 위엔 
같은 모습의 바람이 지나네

너는 떠나며 마치 날 떠나가듯이 
멀리 손을 흔들며 
언젠간 추억에 남겨져 갈 거라고 

그리워하면 언젠간 만나게 되는 
어느 영화와 같은 일들이 이루어져 가기를 
힘겨워한 날에 너를 지킬 수 없었던 
아름다운 시절 속에 머문 그대이기에 

너는 떠나며 마치 날 떠나가듯이 
멀리 손을 흔들며 
언젠간 추억에 남겨져 갈 거라고 

그리워하면 언젠간 만나게 되는 
어느 영화와 같은 일들이 이루어져 가기를 
힘겨워한 날에 너를 지킬 수 없었던 
아름다운 시절 속에 머문 그대여 

그리워하면 언젠간 만나게 되는 
어느 영화와 같은 일들이 이루어져 가기를 
힘겨워한 날에 너를 지킬 수 없었던 
아름다운 시절 속에 머문 그대여 

그리워하면 언젠간 만나게 되는 
어느 영화와 같은 일들이 이루어져 가기를 
힘겨워한 날에 너를 지킬 수 없었던 
아름다운 시절 속에 머문 그대이기에",https://image.bugsm.co.kr/album/images/200/166/16672.jpg?version=20230601000138.0,보통,포차,"{'love': 6.554934135638177, 'excited': 0.6339527443051338, 'longing/missing': 5.15460654348135, 'other': 19.82097016926855}",0.2037942935608993,0.0197097253768332,0.1602578115013962,새벽,https://music.bugs.co.kr/album/16672?wl_ref=S_tr_01_04,"댄스/팝,락/메탈",love,https://www.youtube.com/results?search_query=Never+Ending+Story+%EB%B6%80%ED%99%9C,https://www.youtube.com/watch?v=VWqcR2cSBnk&pp=ygUZTmV2ZXIgRW5kaW5nIFN0b3J5IOu2gO2ZnA%3D%3D
338,정동하,추억은 만남보다 이별에 남아,https://music.bugs.co.kr/track/6066618?wl_ref=list_tr_08_mab,6066618.0,"아득한 시간 속에 아직
우리 사랑이 남아있을까
멀어지던 그날의 너를 따라 걸어도
텅 빈 거리엔 미움만
너의 흔적을 마주칠 때마다
익숙함 속에 떠나보내던
소중했던 모든 날들은
후회로 남아
이렇게 또 내게 다가오나 봐
멍하니 혼자 남아
나도 모르게 널 그리워하다
떠오르는 네 생각에 하루를 살아
선명했던 우리의
추억은 만남보다 이별에 남아
여전히 너를 사랑하게 하나 봐
그날처럼
저녁 빛에 밤이 물들면
길게 늘어진 그림자처럼
흩어질 듯 더 커져가는 너의 모습은
아직도 내 안에 가득한가 봐
멍하니 혼자 남아
나도 모르게 널 그리워하다
떠오르는 네 생각에 하루를 살아
선명했던 우리의
추억은 만남보다 이별에 남아
여전히 너를 사랑하고 있나 봐 바보처럼
흩날리는 기억의 모든 순간마다 너를
매일 이렇게 불러본다
꼭 한 번쯤 너에게 해주고 싶었던 말
너무 사랑했다고
다시는 너를 떠나지 않겠다고
여전히 너를 사랑하고 있다고
그날 보다",https://image.bugsm.co.kr/album/images/200/40275/4027543.jpg?version=20210421042911.0,보통,포차,"{'love': 5.267886048182845, 'excited': 1.988173596560955, 'longing/missing': 9.639187192544341, 'other': 24.91264677979052}",0.1260021874441169,0.0475549812380114,0.230559025069053,추억은 만남보다 이별에 남아,https://music.bugs.co.kr/album/4027543?wl_ref=S_tr_01_04,발라드,missing,https://www.youtube.com/results?search_query=%EC%B6%94%EC%96%B5%EC%9D%80+%EB%A7%8C%EB%82%A8%EB%B3%B4%EB%8B%A4+%EC%9D%B4%EB%B3%84%EC%97%90+%EB%82%A8%EC%95%84+%EC%A0%95%EB%8F%99%ED%95%98,https://www.youtube.com/watch?v=_iP6_RAd9zY&pp=ygUx7LaU7Ja17J2AIOunjOuCqOuztOuLpCDsnbTrs4Tsl5Ag64Ko7JWEIOygleuPme2VmA%3D%3D
339,펀치,밤이 되니까,https://music.bugs.co.kr/track/30801150?wl_ref=list_tr_08_chart,30801150.0,"오늘도 난 술을 마셔 우울하니까
네가 또 생각나니까
침대 위에 놓인 전활 꺼 둬야만 해
내일 후회할 것 같아서
찬 바람이 불어 오면
왠지 술 한 잔이 생각나
너도 옆에 있으면 좋겠어
파도처럼 내게 밀려와
나를 어지럽게 만드는
네가 오늘따라 더 생각이 나 alright
오늘도 난 술을 마셔 밤이 되니까
네가 또 생각나니까
침대 위에 놓인 전활 꺼 둬야만 해
내일 후회할 것 같아서
나에게 읽어 주던 시
너와 살던 집
모든 게 다 생각이 나
파란 지붕 밑 강이 보이는 곳
한강 위에 비친 달빛이
네가 있는 곳을 안다면
그곳을 비춰준다면 좋겠어 alright
시간은 저녁을 지나 긴 새벽인데
왜 자꾸 네가 생각나
쓸쓸한 네 빈자리가 날 외롭게 해
아직 많이 사랑하나 봐
아직은 힘들 것 같아
너의 번호를 지운단 건
너를 모두 지우는 것 같아서
오늘 밤은 너를 찾아가
이 말을 전하고 싶어
너를 정말 많이 사랑했다고
오늘도 난 술을 마셔 비가 오니까
네가 또 생각나니까
침대 위에 놓인 전활 꺼 둬야만 해
내일 후회할 것 같아서
이 밤에 술을 한 잔 하는 건
모두 그렇지만 나 결국 너를 잊을 걸
알면서도 헤어지려는 마음이
이렇게 슬프기 때문일까 내 탓일까
지금은 너도 혹시 내 생각 하다
잠 못들지 않는지
너무나 보고 싶어 1분이라도
네가 또 보고 싶어
보고 싶어",https://image.bugsm.co.kr/album/images/200/201223/20122385.jpg?version=20231026053547.0,보통,포차,"{'love': 1.9890233408659697, 'excited': 2.317040577530861, 'longing/missing': 11.859454721212387, 'other': 17.510599282570183}",0.0590633203465527,0.0688036721716322,0.3521621687101184,밤이 되니까,https://music.bugs.co.kr/album/20122385?wl_ref=S_tr_01_04,알앤비/소울,missing,https://www.youtube.com/results?search_query=%EB%B0%A4%EC%9D%B4+%EB%90%98%EB%8B%88%EA%B9%8C+%ED%8E%80%EC%B9%98,https://www.youtube.com/watch?v=yQt3kLczJp4&pp=ygUX67Ck7J20IOuQmOuLiOq5jCDtjoDsuZg%3D
340,임재현,조금 취했어 (Prod. 2soo),https://m.bugs.co.kr/track/31707261,31707261.0,"내가 망가지면 니가 나를 볼까 봐
나를 혹시나 걱정해줄까 봐
몸에 안 좋은 거 하러 왔어
시끄럽고 졸립다
그래 이제 집에 가야지
지금 뭐 해
밤에는 바람이 점점 차가운데
따뜻이 좀 입고 다녀 멋 부리지 말고
지금 이 순간
하고 싶은 말이 많은데
내가 가진 언어로 표현 못 해 알잖아
내가 좀 서툴지
술 한잔했어 너무 보고 싶어서
니가 싫어하는 담배도 피고 술도 했어
술이 깨면 내가 또 미워질까 봐
마시다 보니 조금 취했어
어디야 지금 뭐 해 빨리 와
너 올 것 같아 여기서 나 기다리는데
Xiyehn아 오늘따라 니가 보고 싶어서
그래 내가 좀 못났지 미안해
지금 뭐 해
의식은 점점 희미해가는데
니 얼굴은 더 또렷하게 생각이 나네
지금 이 순간 하고 싶은 말이 많은데
나란 놈이 그렇지 뭐 또
못해 말도 못 하는 내가 싫어
술 한잔했어 너무 보고 싶어서
니가 싫어하는 담배도 피고 술도 했어
술이 깨면 내가 또 미워질까 봐
마시다 보니 조금 취했어
어디야 지금 뭐 해 빨리 와
너 올 것 같아 여기서 나 기다리는데
Xiyehn아 오늘따라 니가 보고 싶구나
또 보고 싶어서 미안해",https://image.bugsm.co.kr/album/images/200/202784/20278447.jpg?version=20240118005645.0,보통,포차,"{'love': 4.232595145702362, 'excited': 4.024781905114651, 'longing/missing': 7.055653408169746, 'other': 20.50228537945077}",0.1181783560082381,0.1123759992308987,0.197001010405652,조금 취했어,https://music.bugs.co.kr/album/20278447?wl_ref=S_tr_01_04,"인디,발라드",missing,https://www.youtube.com/results?search_query=%EC%A1%B0%EA%B8%88+%EC%B7%A8%ED%96%88%EC%96%B4+%28Prod.+2soo%29+%EC%9E%84%EC%9E%AC%ED%98%84,https://www.youtube.com/watch?v=VgbIDfPJIFs&pp=ygUn7KGw6riIIOy3qO2WiOyWtCAoUHJvZC4gMnNvbykg7J6E7J6s7ZiE
341,정승환,그런 날이 올까요,https://music.bugs.co.kr/track/6189415?wl_ref=list_tr_08_tr,6189415.0,"휙 고개 돌려 보면
그대 서 있을 것만 같아요
아련히 보이는 그때 우리
너무도 따뜻해 보여
차가운 바람이 코끝을 스쳐
정신을 차리고 주저앉았죠
한숨을 쉬다 괜히 웃음 짓다
덜컥 가슴이 아려 와
또 그런 날이 올까요
얼마나 이런 밤을 견뎌야 하죠
그대 없이 사는 날 들이
도저히 난 버거워요
그런 날이 올까요
사랑이 전부였던 그날이
밤새 잠을 설치다가
희미하게 보인 그대를 안다가
툭 떨어져서 둘 곳 없는 이 손은
그대 떠난 지도 몰라
또 그런 날이 올까요
얼마나 이런 밤을 견뎌야 하죠
그대 없이 사는 날 들이
도저히 난 버거워요
그런 날이 올까요
사랑이 전부였던 그날이
한없이 눈물 흘려도
두 귀를 막아도
네가 들려와요
매일이 다 엉망이에요
간신히 견뎌내는 것조차
난 더 할 수 없어요
내 생각이나 할까요
조금은 그대도 나만큼 아파야죠
나만 이럴게 뻔한데
나만 그대를 바래요
그런 날이 올까 봐
울다가 지쳐 잠에 들어요",https://image.bugsm.co.kr/album/images/200/40836/4083626.jpg?version=20230208004023.0,보통,포차,"{'love': 2.805540857836604, 'excited': 1.9507486298680305, 'longing/missing': 4.001569231972098, 'other': 13.237326801754534}",0.1275524980274884,0.0886898011370395,0.1819293239456026,"그런 날이 올까요 (오늘 밤, 세계에서 이 사랑이 사라진다 해도 X 정승환)",https://music.bugs.co.kr/album/4083626?wl_ref=S_tr_01_04,발라드,missing,https://www.youtube.com/results?search_query=%EA%B7%B8%EB%9F%B0+%EB%82%A0%EC%9D%B4+%EC%98%AC%EA%B9%8C%EC%9A%94+%EC%A0%95%EC%8A%B9%ED%99%98,https://www.youtube.com/watch?v=IHaL49FxCn8&pp=ygUh6re465-wIOuCoOydtCDsmKzquYzsmpQg7KCV7Iq57ZmY
342,김필,어느 날 우리,https://music.bugs.co.kr/track/32048818,32048818.0,"벌써 오래 까맣게 잊혀진 채 살아
낡은 소매와 지친 어깨로 매일 반복된 곳에
다신 모를 뜨겁게 사랑한 기억들로
가끔 웃게 해 준 희미해진 너 그리워
어느 날 우리 한 번쯤 우연히 만나요
눈이 부시게 이별했던 그날처럼
어느새 우리 서로가 몰라본대도
낯선 발길로 지나쳐도 그냥 그렇게 두어요
다신 못 올 차갑게 사라진 꿈이지만
조금 어렸었던 부족했던 나 아쉬워
어느 날 우리 한 번쯤 우연히 만나요
눈이 부시게 이별했던 그날처럼
어느새 우리 서로가 몰라본대도
낯선 발길로 지나쳐도 그냥 그렇게 두어요
늘 가슴에 남아있던 꿈을
이렇게 보낼 수는 없으니까
돌아선 나에게 다시 한번 내 이름 불러요
먼 훗날 우리 또 다른 시간에 만나면
눈이 부시게 살아왔다 꼭 할 수 있길
어쩌면 내가 하얗게 그댈 잊어도
다시 느리게 시작해요 그때의 모습 그대로
그 꿈",https://image.bugsm.co.kr/album/images/200/203561/20356120.jpg?version=20210902141820.0,보통,포차,"{'love': 5.800702480133623, 'excited': 0.19497066736221313, 'longing/missing': 1.4095042049884796, 'other': 23.968623290304095}",0.1848900152767106,0.006214442093965,0.0449261541831231,스타트업 OST Part.3,https://music.bugs.co.kr/album/20356120?wl_ref=S_tr_01_04,"발라드,OST",love,https://www.youtube.com/results?search_query=%EC%96%B4%EB%8A%90+%EB%82%A0+%EC%9A%B0%EB%A6%AC+%EA%B9%80%ED%95%84,https://www.youtube.com/watch?v=0CxvGbRuQQM&pp=ygUY7Ja064qQIOuCoCDsmrDrpqwg6rmA7ZWE
343,하현상,바람이 되어,https://music.bugs.co.kr/track/31186260,31186260.0,"그댈 닮은 저 시린 꽃잎이
바람에 날려 흩어질까
꿈에 본다면 좋을 텐데
우 바람이 되어
그대의 두 볼에
흐르는 눈물 안을게요
우 바람이 되어 그대
곁에 머물게요
그대 곁에
두 눈에 서린 안개 너머
그대 뒷모습 아른거려
꿈에 본다면 좋을 텐데
우 바람이 되어
그대의 두 볼에
흐르는 눈물 안을게요
우 바람이 되어 그대
곁에 머물게요
곁에 머물게요
그대 느낄 수 없나요
이 바람 끝에
맺힌 내 맘을
그대에게 닿지 못해
길을 잃고 헤매잖아요
바보 같은 내가 보이지 않나요
내가 그대 곁에 있는데
우 바람이 되어
그대의 두 볼에
흐르는 눈물 안을게요
우 바람이 되어 그대
곁에 머물게요
그대 곁에",https://image.bugsm.co.kr/album/images/200/201860/20186032.jpg?version=20231026054725.0,느림,포차,"{'love': 7.183459329418838, 'excited': 1.4366366546601057, 'longing/missing': 5.031788878142834, 'other': 28.98092219606042}",0.1684960438940489,0.0336979137380308,0.1180262156152187,미스터 션샤인 (tvN 주말드라마) OST - Part.7,https://music.bugs.co.kr/album/20186032?wl_ref=S_tr_01_04,"발라드,OST",love,https://www.youtube.com/results?search_query=%EB%B0%94%EB%9E%8C%EC%9D%B4+%EB%90%98%EC%96%B4+%ED%95%98%ED%98%84%EC%83%81,https://www.youtube.com/watch?v=3IuL_PDeRhk&pp=ygUa67CU656M7J20IOuQmOyWtCDtlZjtmITsg4E%3D
344,하현우,돌덩이,https://music.bugs.co.kr/track/31825866?wl_ref=list_tr_08_chart,31825866.0,"Hit me harder Make me strong
그저 정해진 대로 따르라고
그게 현명하게 사는 거라고
쥐 죽은 듯이 살라는 말
같잖은 말 누굴 위한 삶인가
뜨겁게 지져봐
절대 꼼짝 않고 나는 버텨낼 테니까
거세게 때려봐
네 손만 다칠 테니까
나를 봐
끄떡없어
쓰러지고 떨어져도
다시 일어나 오를 뿐야
난 말야
똑똑히 봐
깎일수록 깨질수록
더욱 세지고 강해지는 돌덩이
감당할 수 없게 벅찬 이 세상
유독 내게만 더 모진 이 세상
모두가 나를 돌아섰고
비웃었고 아픔이 곧 나였지
시들고 저무는
그런 세상 이치에 날 가두려 하지 마
틀려도 괜찮아
이 삶은 내가 사니까
나를 봐
끄떡없어
쓰러지고 떨어져도
다시 일어나 오를 뿐야
난 말야
똑똑히 봐
깎일수록 깨질수록
더욱 세지고 강해지는 돌덩이
누가 뭐라 해도 나의 길
오직 하나뿐인 나의 길
내 전부를 내걸고서 Hey
걸어가
계속해서
부딪히고 넘어져도
다시 일어나 걷는 거야
언젠가
이 길 끝에 서서
나도 한 번 크게 한 번
목이 터져라 울 수 있을 때까지",https://image.bugsm.co.kr/album/images/200/203046/20304638.jpg?version=20210902141730.0,빠름,포차,"{'love': 13.118597249500453, 'excited': 0.02296481654047966, 'longing/missing': 1.4047981090843678, 'other': 45.84384733112529}",0.2172305377182655,0.0003802738471813,0.0232620182492164,이태원 클라쓰 OST Part.3,https://music.bugs.co.kr/album/20304638?wl_ref=S_tr_01_04,"댄스/팝,OST",love,https://www.youtube.com/results?search_query=%EB%8F%8C%EB%8D%A9%EC%9D%B4+%ED%95%98%ED%98%84%EC%9A%B0,https://www.youtube.com/watch?v=4qOT_Aw9IgM&pp=ygUT64-M642p7J20IO2VmO2YhOyasA%3D%3D
345,DAY6(데이식스),예뻤어,https://music.bugs.co.kr/track/30540153?wl_ref=list_tr_08_chart,30540153.0,"지금 이 말이
우리가 다시
시작하자는 건 아냐
그저 너의
남아있던 기억들이
떠올랐을 뿐이야
정말 하루도 빠짐없이 너는
사랑한다 말해줬었지
잠들기 전에 또 눈 뜨자마자 말해주던 너
생각이 나 말해보는 거야
예뻤어
날 바라봐 주던 그 눈빛
날 불러주던 그 목소리
다 다
그 모든 게 내겐
예뻤어
더 바랄게 없는듯한 느낌
오직 너만이 주던 순간들
다 다
지났지만
넌 너무 예뻤어
너도 이제는
나와의 기억이
추억이 되었을 거야
너에게는
어떤 말을 해도 다
지나간 일일 거야
정말 한번도 빠짐없이 너는
나를 먼저 생각해줬어
아무 일 아니어도 미안해 고마워 해주던 너
생각이 나 말해보는 거야
예뻤어
날 바라봐 주던 그 눈빛
날 불러주던 그 목소리
다 다
그 모든 게 내겐
예뻤어
더 바랄게 없는듯한 느낌
오직 너만이 주던 순간들
다 다
지났지만
넌 너무 예뻤어
아직도 가끔 네 생각이 나
어렵게 전화를 걸어볼까
생각이 들 때도 많지만
Baby I know it's already over
아무리 원해도 너는 이제
이미 끝나버린 지난날의
한편의 영화였었단 걸
난 알아
마지막
날 바라봐 주던 그 눈빛
잘 지내라던 그 목소리
다 다
그마저도 내겐
예뻤어
내게 보여준 눈물까지
너와 가졌던 순간들은
다 다
지났지만
넌 너무 예뻤어",https://image.bugsm.co.kr/album/images/200/200804/20080494.jpg?version=20201118135141.0,보통,포차,"{'love': 19.97016262728721, 'excited': 2.044746369123459, 'longing/missing': 1.2886870354413986, 'other': 14.535804382991046}",0.5277610746562885,0.054037493900706,0.03405675093456,Every DAY6 February,https://music.bugs.co.kr/album/20080494?wl_ref=S_tr_01_04,댄스/팝,love,https://www.youtube.com/results?search_query=%EC%98%88%EB%BB%A4%EC%96%B4+DAY6%28%EB%8D%B0%EC%9D%B4%EC%8B%9D%EC%8A%A4%29,https://www.youtube.com/watch?v=BS7tz2rAOSA&pp=ygUc7JiI67uk7Ja0IERBWTYo642w7J207Iud7IqkKQ%3D%3D
346,SG워너비,내사람,https://music.bugs.co.kr/track/80204348?wl_ref=list_tr_08_chart,80204348.0,"내 가슴 속에 사는 사람 내가 그토록 아끼는 사람
너무 소중해 마음껏 안아 보지도 못했던
누구에게나 흔한 행복 한 번도 준 적이 없어서
맘 놓고 웃어 본 적도 없는 그댈 사랑합니다

내가 기쁠 때나 슬플 때나 함께 울고 웃어 주던
그댈 위해 내가 할 수 있는 건 뭐든 해주고 싶어

안녕 내 사랑 그대여 이젠 내가 지켜 줄게요
못난 날 믿고 참고 기다려줘서 고마워요
안녕 내 사랑 그대여 영원토록 사랑할게요
다시 태어나서 사랑한대도 그대이고 싶어요

어두운 밤길을 잃어도 서로 등불이 되어 주고
비바람 몰아쳐도 지금 잡은 두 손 놓지 말아요
내가 힘들 때나 아플 때나 내 곁에 있어 준 그대
미안하단 말로 고맙단 말을 대신하던 나였죠

안녕 내 사랑 그대여 이젠 내가 지켜 줄게요
못난 날 믿고 참고 기다려 줘서 고마워요
안녕 내 사랑 그대여 영원토록 사랑할게요
다시 태어나서 사랑한대도 그대이고 싶어요

넘어지고 몇 번을 다시 넘어진다 해도
그대만 있다면 다시 일어날 수 있는데

안녕 내 사랑 그대여 이젠 내가 지켜 줄게요
못난 날 믿고 참고 기다려 줘서 고마워요
안녕 내 사랑 그대여 이렇게 그댈 부를 때면
너무 행복해서 눈물이 나죠 사랑해요

나나 나나나 나나나 나나 나나나나 나나나 
나나 나나나 나나 나나나나나 (oh yeah, my baby)
나나 나나나 나나나 나나 나나나나 나나나 
나나 나나나 나나 나나 나나나",https://image.bugsm.co.kr/album/images/200/80172/8017275.jpg?version=20220712051346.0,보통,포차,"{'love': 9.111850839108229, 'excited': 0.423023097217083, 'longing/missing': 5.7340720016509295, 'other': 21.721059372648597}",0.246332779965592,0.0114361458903488,0.1550167931444957,The 3rd Masterpiece,https://music.bugs.co.kr/album/8017275?wl_ref=S_tr_01_04,"발라드,알앤비/소울",love,https://www.youtube.com/results?search_query=%EB%82%B4%EC%82%AC%EB%9E%8C+SG%EC%9B%8C%EB%84%88%EB%B9%84,https://www.youtube.com/watch?v=swM_GL06CxM&pp=ygUV64K07IKs656MIFNH7JuM64SI67mE
347,Homme,밥만 잘 먹더라,https://music.bugs.co.kr/track/2402935,2402935.0,"사랑이 떠나가도 가슴에 멍이 들어도 
한 순간 뿐이더라 밥만 잘 먹더라 
죽는 것도 아니더라

눈물은 묻어둬라 당분간은 일만 하자 
죽을 만큼 사랑한 그녀를 알았단 
그 사실에 감사하자

이미 지난 일 말하면 뭐해 돌릴 수 없는데 
괜히 아픈 가슴만 다시 들춰내서 뭐해 쓸데없게
태어나서 딱 세 번만 울게 허락된다는데 
괜히 허튼 일들에 아까운 눈물 낭비 말자 오~

사랑이 떠나가도 가슴에 멍이 들어도 
한 순간 뿐이더라 밥만 잘 먹더라 
죽는 것도 아니더라

눈물은 묻어둬라 당분간은 일만 하자 
죽을 만큼 사랑한 그녀를 알았단 
그 사실에 감사하자

아주 가끔 니 생각이 나서 슬퍼지려 하면 
친구들과 술 한잔 정신 없이 취하련다 다 잊게
미워한다고 뭐 달라지나 그냥 사랑할게 
단지 볼 수 없단 걸 견딜 만큼만 생각할게 오~

사랑이 떠나가도 가슴에 멍이 들어도 
한 순간 뿐이더라 밥만 잘 먹더라 
죽는 것도 아니더라

눈물은 묻어둬라 당분간은 일만 하자 
죽을 만큼 사랑한 그녀를 알았단 
그 사실에 감사하자

바람이 지나간다 시리게 나를 울린다 
억지로 참아봐도 자꾸 목이 메어 니 이름을 불러본다
잊어도 못 잊겠다 너를 지울 수가 없다 
남자답게 웃으며 보내야 하는데 자꾸만 난 울고 있다",https://image.bugsm.co.kr/album/images/200/2939/293914.jpg?version=20220722021453.0,보통,포차,"{'love': 6.126955853775144, 'excited': 2.139543308876455, 'longing/missing': 2.350509114563465, 'other': 46.76185860298574}",0.1067807049338807,0.0372880021026474,0.0409647182380057,"Homme By ""Hitman"" Bang - 남자니까 웃는거야",https://music.bugs.co.kr/album/293914?wl_ref=S_tr_01_04,발라드,love,https://www.youtube.com/results?search_query=%EB%B0%A5%EB%A7%8C+%EC%9E%98+%EB%A8%B9%EB%8D%94%EB%9D%BC+Homme,https://www.youtube.com/watch?v=nCHyLoemxpc&pp=ygUa67Cl66eMIOyemCDrqLnrjZTrnbwgSG9tbWU%3D
348,울랄라세션,아름다운 밤,https://music.bugs.co.kr/track/2650936?wl_ref=list_tr_08_mab,2650936.0,"오우 내 눈 속에 널
그리고 니 눈 속에 날
우린 야경처럼 반짝거리네 
나는 널 채우는 샴페인
너는 날 깨우는 카페인
그대와 나의 밤이
아름다운 밤이
영원하도록 집에 가지 말아요

베이베(Baby) 몇시까지 집에 가야하니
헤어지기 싫어 어떡하지

눈 딱 감고 말야 후딱 마쳐 놀자
너나 나나 이제 시작이야

오늘 밤은 영영, 오지 않아 정녕
지금 당장 

전화 걸어 

엄마에게 늦는다고 친구네 집이라고
베터리 없다고 전화기 끄라고 Everybody

세상 간섭 받지 않는 우리
아무 것도 상관 없는 우리
아낌 없이 남김 없이 우리

베이베(Baby) 베이베(Baby) 베이베(Baby) 
아름다운 밤 아름다운 밤

이렇게 예뻐도 되나 싶을 정도로
이런 이기적인 아가씨야

뭘 쫌 아는 내가 널 쫌 사랑한다
역사는 깊은 밤 이뤄진다

감성 충만한 밤 감정 충분한 밤
다시 한번 

전화 걸어

엄마에게 늦는다고 친구네 집이라고
베터리 없다고 전화기 끄라고 Everybody

세상 간섭 받지 않는 우리
아무 것도 상관 없는 우리
아낌 없이 남김 없이 우리

베이베(Baby) 베이베(Baby) 베이베(Baby) 
아름다운 밤 아름다운 밤

Everybody Everybody

세상 간섭 받지 않는 우리
아무 것도 상관 없는 우리
아낌 없이 남김 없이 우리

베이베(Baby) 베이베(Baby) 베이베(Baby) 
아름다운 밤",https://image.bugsm.co.kr/album/images/200/3290/329061.jpg?version=20231026042523.0,빠름,포차,"{'love': 12.437712708488107, 'excited': 11.60988917760551, 'longing/missing': 14.412663124501705, 'other': 31.066460385452956}",0.1788911046455674,0.1669845532271449,0.2072967343478668,ULALA SENSATION Part 1,https://music.bugs.co.kr/album/329061?wl_ref=S_tr_01_04,"일렉트로닉,댄스/팝,알앤비/소울",excited,https://www.youtube.com/results?search_query=%EC%95%84%EB%A6%84%EB%8B%A4%EC%9A%B4+%EB%B0%A4+%EC%9A%B8%EB%9E%84%EB%9D%BC%EC%84%B8%EC%85%98,https://www.youtube.com/watch?v=upbAbcTCDwA&pp=ygUg7JWE66aE64uk7Jq0IOuwpCDsmrjrnoTrnbzshLjshZg%3D
349,레드벨벳,RBB (Really Bad Boy),https://music.bugs.co.kr/track/31342603,31342603.0,"Hey no alright alright
Bad boy bad boy alright 1 2 5 uh
요즘 나 조금 패닉 상황 (Ha)
솔직히 완전 홀릭인데 (Hey)
머릿속 어떤 녀석
그 생각 하나뿐이야
One one one one
One one one one
One one one one
Ah ah ah (Alright hey)
친구들 Say 걔는 안돼
너무 나빠 네가 다쳐
Ah ah ah
누가 말려 내가 좋으면 가는 거죠
(Oh oh my god)
Oh my god
He's a really bad boy
He's a really bad boy
Oh my god
He's a really bad boy
He's a really really really really
Really bad boy
You're so bad boy
You're so bad boy
You're so bad bad bad bad
Bad bad bad bad boy
Bang bang pow
He's a really bad boy
잘생긴 그 얼굴 하나 믿고 산대요
괜찮다면 널 내가 길들여 볼게 (Boy)
Mine mine mine mine
Ah ah ah (Alright hey)
멋대로 해 허락할게
있는 힘껏 나빠져 봐
Ah ah ah
그런 네가 변해갈 때 짜릿하지
(Oh oh my god)
Oh my god
He's a really bad boy
He's a really bad boy
Oh my god
He's a really bad boy
He's a really really really really
Really bad boy
You're so bad boy
You're so bad boy
You're so bad bad bad bad
Bad bad bad bad boy
아까워 다른 이 난 못 줘
봐 내가 널 사랑하는데
누구라도 흠뻑 빠져버릴
You're a bad boy
And you're bad for me
You're a bad boy
And you're bad for me
아무리 나빠도 난 좋아
봐 세상에 넌 빛이 나
누구라도 흠뻑 빠져버릴걸
You're a bad boy
And you're bad for me
You're a bad boy
And you're bad for me
Oh my god
He's a really bad boy
He's a really really really really
Really bad boy
Oh my god
He's a really bad boy
He's a really bad boy
Oh my god
He's a really bad boy
He's a really bad boy
Oh my god
(He's a really bad boy)
(He's a really bad boy)
(He's a really bad boy)
He's a really bad boy
(Oh my god he's a really bad boy)
He's a really bad boy
(He's a really really really really)
(Really bad boy)",https://image.bugsm.co.kr/album/images/200/202120/20212051.jpg?version=20230601001625.0,빠름,헬스장,"{'love': 3.058311820961535, 'excited': 0.23988103680312634, 'longing/missing': 6.64698394946754, 'other': 57.99029285926372}",0.0450178947164888,0.0035310131508729,0.0978426142057816,RBB - The 5th Mini Album,https://music.bugs.co.kr/album/20212051?wl_ref=S_tr_01_04,댄스/팝,love,https://www.youtube.com/results?search_query=RBB+%28Really+Bad+Boy%29+%EB%A0%88%EB%93%9C%EB%B2%A8%EB%B2%B3,https://www.youtube.com/watch?v=IWJUPY-2EIM&pp=ygUhUkJCIChSZWFsbHkgQmFkIEJveSkg66CI65Oc67Ko67Kz
